Time Period,period start date,Patient Count,HCP ID,HCP Name,HCO Id,HCO Name,HCP Segment,HCO Segment,Line of therapy,payer segment,channel,HCO Territory,HCO Region,HCO Area,HCO Nation,claims count,New Prescriber Flag,Source_of_business,drug name,class,switch_from,switch_from_class
CR3M,,353,10152,Katherine Phillips,7184,Vertex,Segment 3,Tier 2,2L,Private,Online,Virginia_South,Virginia,East,US,631,N,Switch,ILUMYA,IL-23,Skyrizi,IL-23
CR3M,,162,10082,David Ford,1064,Zenith,Segment 3,Tier 4,3L+,Medicaid,Hospital,Illinois_Central,Illinois,West,US,429,N,Switch,ILUMYA,IL-23,BIMZLEX,IL-17
CR3M,,470,10097,Daniel Pierce,2585,Nova,Segment 4,Tier 4,2L,Private,Retail,Missouri_StLouis,Missouri,West,US,550,N,Switch,BIMZLEX,IL-17A & IL-17F,Stelara,JAK
CR3M,,189,10088,Josiah Reyes,1064,Zenith,Segment 3,Tier 2,3L+,Medicare,Retail,Pennsylvania_East,Pennsylvania,South,US,228,N,Switch,Cosentyx,IL-17A,Humira,TNF
CR3M,,103,10095,Jack Freeman,2585,Nova,Segment 2,Tier 4,2L,Medicare,Online,NorthCarolina_Central,NorthCarolina,South,US,181,Y,Switch,Humira,TNF,Tremfya,IL-17
CR3M,,57,10080,Stella Cruz,1064,Zenith,Segment 4,Tier 3,3L+,Medicare,Retail,Minnesota_TwinCities,Minnesota,East,US,235,N,Switch,Stelara,IL-12/23,Humira,JAK
CR3M,,390,10020,Nora Jordan,8629,Humira,Segment 4,Tier 2,3L+,Medicare,Hospital,Washington_State,Washington,North,US,609,N,Switch,ILUMYA,IL-23,Skyrizi,IL-23
CR3M,,312,10137,Hailey Jenkins,2685,Helix,Segment 3,Tier 3,2L,Commercial,Hospital,Texas_North,Texas,West,US,363,N,Switch,Stelara,IL-12/23,BIMZLEX,TNF
CR3M,,60,10038,Joshua Jackson,8629,Humira,Segment 4,Tier 3,2L,Private,Online,Missouri_StLouis,Missouri,South,US,261,Y,Switch,Tremfya,IL-23,BIMZLEX,IL-17
CR3M,,184,10005,Ryan Nelson,3747,Athena,Segment 4,Tier 4,2L,Private,Retail,California_North,California,East,US,328,N,Switch,Tremfya,IL-23,Stelara,IL-23
CR3M,,476,10150,Daniel Alexander,2685,Helix,Segment 1,Tier 1,3L+,Medicare,Retail,Missouri_StLouis,Missouri,West,US,534,Y,Switch,Tremfya,IL-23,BIMZLEX,IL-23
CR3M,,167,10074,David Thompson,1064,Zenith,Segment 1,Tier 2,2L,Commercial,Retail,Virginia_South,Virginia,West,US,423,N,Switch,BIMZLEX,IL-17A & IL-17F,Tremfya,IL-23
CR3M,,471,10141,Wyatt Gomez,2685,Helix,Segment 3,Tier 2,2L,Medicare,Hospital,Florida_West,Florida,North,US,667,N,Switch,Humira,TNF,Stelara,TNF
CR3M,,317,10021,Stephanie Allen,8629,Humira,Segment 3,Tier 2,2L,Commercial,Hospital,Nevada_LasVegas,Nevada,East,US,383,N,Switch,Skyrizi,IL-23,Stelara,IL-23
CR3M,,163,10098,Noah Kelly,2585,Nova,Segment 2,Tier 2,3L+,Medicare,Retail,NorthCarolina_Central,NorthCarolina,East,US,413,N,Switch,Humira,TNF,Skyrizi,TNF
CR3M,,74,10155,Jonathan Collins,7184,Vertex,Segment 1,Tier 3,2L,Private,Retail,Arizona_Phoenix,Arizona,North,US,329,Y,Switch,Tremfya,IL-23,Humira,IL-23
CR3M,,158,10104,Caleb Owens,2585,Nova,Segment 1,Tier 1,3L+,Commercial,Retail,Oregon_Portland,Oregon,East,US,370,N,Switch,Humira,TNF,Cosentyx,IL-17
CR3M,,474,10003,Evelyn Butler,3747,Athena,Segment 2,Tier 2,3L+,Medicare,Retail,Pennsylvania_West,Pennsylvania,East,US,714,N,Switch,Stelara,IL-12/23,Humira,IL-23
CR3M,,425,10004,Andrew Harris,3747,Athena,Segment 2,Tier 3,2L,Private,Retail,Pennsylvania_East,Pennsylvania,North,US,473,N,Switch,Skyrizi,IL-23,Cosentyx,IL-17
CR3M,,118,10056,Victoria Barnes,5893,Apollo,Segment 4,Tier 2,3L+,Private,Hospital,Arizona_Phoenix,Arizona,South,US,276,N,Switch,Skyrizi,IL-23,Stelara,IL-23
CR3M,,288,10092,Tyler Mitchell,2585,Nova,Segment 1,Tier 3,3L+,Private,Retail,Arizona_Phoenix,Arizona,North,US,558,Y,Switch,Tremfya,IL-23,Cosentyx,JAK
CR3M,,130,10139,Maya Shaw,2685,Helix,Segment 3,Tier 2,2L,Private,Hospital,Florida_West,Florida,North,US,357,Y,Switch,ILUMYA,IL-23,Tremfya,JAK
CR3M,,123,10100,Levi Webb,2585,Nova,Segment 4,Tier 2,2L,Medicare,Hospital,Pennsylvania_West,Pennsylvania,South,US,419,N,Switch,Stelara,IL-12/23,ILUMYA,IL-23
CR3M,,429,10083,Elijah Perry,1064,Zenith,Segment 1,Tier 2,2L,Medicaid,Hospital,Louisiana_NewOrleans,Louisiana,West,US,710,Y,Switch,ILUMYA,IL-23,Humira,IL-23
CR3M,,190,10166,Erin Ward,7184,Vertex,Segment 1,Tier 4,2L,Commercial,Retail,Nevada_LasVegas,Nevada,West,US,299,Y,Switch,Tremfya,IL-23,Stelara,JAK
CR3M,,260,10067,Connor Robertson,5893,Apollo,Segment 3,Tier 3,3L+,Medicaid,Hospital,Colorado_Denver,Colorado,South,US,516,N,Switch,Cosentyx,IL-17A,ILUMYA,JAK
CR3M,,85,10150,Daniel Alexander,2685,Helix,Segment 1,Tier 3,3L+,Commercial,Online,California_South,California,South,US,162,N,Switch,Humira,TNF,Tremfya,JAK
CR3M,,370,10000,Michael Johnson,3747,Athena,Segment 1,Tier 4,2L,Commercial,Retail,Texas_South,Texas,East,US,563,N,Switch,ILUMYA,IL-23,Skyrizi,JAK
CR3M,,247,10036,Andrew Wallace,8629,Humira,Segment 2,Tier 1,3L+,Medicaid,Hospital,Oregon_Portland,Oregon,North,US,422,Y,Switch,Skyrizi,IL-23,BIMZLEX,IL-17
CR3M,,319,10163,James Gonzales,7184,Vertex,Segment 1,Tier 1,3L+,Medicare,Hospital,Illinois_Central,Illinois,West,US,408,Y,Switch,BIMZLEX,IL-17A & IL-17F,Tremfya,IL-23
CR3M,,124,10067,Connor Robertson,5893,Apollo,Segment 1,Tier 4,2L,Medicaid,Hospital,Virginia_North,Virginia,East,US,194,N,Switch,Skyrizi,IL-23,Tremfya,TNF
CR3M,,106,10161,Lauren James,7184,Vertex,Segment 4,Tier 3,2L,Commercial,Hospital,Tennessee_Nashville,Tennessee,West,US,365,Y,Switch,Skyrizi,IL-23,Humira,IL-17
CR3M,,480,10076,Matthew Anderson,1064,Zenith,Segment 4,Tier 3,2L,Commercial,Hospital,NorthCarolina_Central,NorthCarolina,South,US,734,Y,Switch,Skyrizi,IL-23,BIMZLEX,IL-23
CR3M,,253,10080,Stella Cruz,1064,Zenith,Segment 4,Tier 2,2L,Private,Online,Arizona_Phoenix,Arizona,East,US,515,N,Switch,Cosentyx,IL-17A,BIMZLEX,TNF
CR3M,,90,10083,Elijah Perry,1064,Zenith,Segment 3,Tier 3,2L,Commercial,Retail,Colorado_Denver,Colorado,North,US,199,N,Switch,ILUMYA,IL-23,Cosentyx,IL-23
CR3M,,174,10081,Daniel Moore,1064,Zenith,Segment 3,Tier 1,2L,Commercial,Retail,Washington_State,Washington,North,US,433,N,Switch,Tremfya,IL-23,Skyrizi,IL-23
CR3M,,145,10113,Leo Matthews,8806,Orion,Segment 4,Tier 2,3L+,Private,Hospital,Massachusetts_Boston,Massachusetts,North,US,344,Y,Switch,Skyrizi,IL-23,Cosentyx,TNF
CR3M,,440,10053,Ethan Barrett,5893,Apollo,Segment 1,Tier 3,3L+,Medicare,Hospital,NewYork_Upstate,NewYork,West,US,688,Y,Switch,Skyrizi,IL-23,Cosentyx,TNF
CR3M,,119,10085,Jeremy Rogers,1064,Zenith,Segment 2,Tier 1,2L,Medicaid,Retail,Arizona_Phoenix,Arizona,West,US,370,Y,Switch,ILUMYA,IL-23,Humira,JAK
CR3M,,349,10100,Levi Webb,2585,Nova,Segment 4,Tier 2,3L+,Medicare,Retail,Oregon_Portland,Oregon,East,US,544,Y,Switch,BIMZLEX,IL-17A & IL-17F,ILUMYA,IL-23
CR3M,,261,10081,Daniel Moore,1064,Zenith,Segment 4,Tier 2,2L,Medicaid,Retail,Washington_State,Washington,East,US,531,Y,Switch,ILUMYA,IL-23,Stelara,TNF
CR3M,,229,10056,Victoria Barnes,5893,Apollo,Segment 2,Tier 2,2L,Medicare,Online,Virginia_North,Virginia,East,US,313,Y,Switch,Skyrizi,IL-23,BIMZLEX,IL-17
CR3M,,381,10115,Evan Daniels,8806,Orion,Segment 4,Tier 4,3L+,Medicaid,Online,Florida_West,Florida,South,US,589,Y,Switch,Cosentyx,IL-17A,Tremfya,JAK
CR3M,,54,10030,Rebecca Hill,8629,Humira,Segment 1,Tier 1,3L+,Medicare,Online,Louisiana_NewOrleans,Louisiana,North,US,183,Y,Switch,Humira,TNF,BIMZLEX,IL-23
CR3M,,228,10053,Ethan Barrett,5893,Apollo,Segment 3,Tier 4,3L+,Private,Hospital,Tennessee_Nashville,Tennessee,East,US,510,N,Switch,ILUMYA,IL-23,Humira,TNF
CR3M,,256,10152,Katherine Phillips,7184,Vertex,Segment 2,Tier 1,2L,Private,Hospital,Florida_East,Florida,South,US,452,Y,Switch,Cosentyx,IL-17A,Tremfya,JAK
CR3M,,227,10143,Patrick Stewart,2685,Helix,Segment 3,Tier 1,2L,Medicaid,Retail,NewYork_Upstate,NewYork,West,US,471,N,Switch,Skyrizi,IL-23,Tremfya,IL-23
CR3M,,217,10047,Lillian Howell,5893,Apollo,Segment 4,Tier 4,3L+,Medicaid,Hospital,Florida_West,Florida,East,US,379,N,Switch,Skyrizi,IL-23,Tremfya,TNF
CR3M,,147,10063,Shawn Cox,5893,Apollo,Segment 4,Tier 1,2L,Commercial,Hospital,Minnesota_TwinCities,Minnesota,East,US,403,N,Switch,Skyrizi,IL-23,Humira,TNF
CR3M,,448,10058,Ellie Spencer,5893,Apollo,Segment 4,Tier 2,2L,Medicare,Retail,Indiana_Indianapolis,Indiana,West,US,639,N,Switch,Skyrizi,IL-23,Cosentyx,IL-23
CR3M,,205,10021,Stephanie Allen,8629,Humira,Segment 2,Tier 4,2L,Medicaid,Retail,Washington_State,Washington,East,US,225,N,Switch,ILUMYA,IL-23,Stelara,TNF
CR3M,,481,10091,Christopher Graham,2585,Nova,Segment 1,Tier 1,3L+,Private,Hospital,Alabama_Birmingham,Alabama,East,US,780,Y,Switch,Tremfya,IL-23,Cosentyx,IL-17
CR3M,,403,10108,Isaiah Mason,8806,Orion,Segment 3,Tier 2,2L,Private,Retail,NewYork_Upstate,NewYork,North,US,453,N,Switch,Cosentyx,IL-17A,Humira,TNF
CR3M,,339,10090,Brittany Parker,2585,Nova,Segment 2,Tier 2,3L+,Medicaid,Hospital,Missouri_StLouis,Missouri,West,US,619,Y,Switch,BIMZLEX,IL-17A & IL-17F,Skyrizi,JAK
CR3M,,222,10128,Alyssa Murphy,8806,Orion,Segment 1,Tier 3,3L+,Private,Hospital,Missouri_StLouis,Missouri,West,US,257,Y,Switch,Cosentyx,IL-17A,ILUMYA,IL-23
CR3M,,323,10108,Isaiah Mason,8806,Orion,Segment 1,Tier 4,2L,Medicare,Online,Oregon_Portland,Oregon,North,US,567,N,Switch,Humira,TNF,ILUMYA,IL-23
CR3M,,303,10047,Lillian Howell,5893,Apollo,Segment 3,Tier 1,2L,Commercial,Hospital,Texas_South,Texas,West,US,503,N,Switch,Tremfya,IL-23,Humira,TNF
CR3M,,179,10137,Hailey Jenkins,2685,Helix,Segment 1,Tier 4,2L,Private,Online,Florida_East,Florida,South,US,440,N,Switch,Stelara,IL-12/23,Humira,JAK
CR3M,,465,10123,Zachary Bell,8806,Orion,Segment 4,Tier 3,3L+,Commercial,Retail,Tennessee_Nashville,Tennessee,South,US,674,Y,Switch,Cosentyx,IL-17A,Humira,TNF
CR3M,,279,10015,Megan Lewis,3747,Athena,Segment 2,Tier 1,3L+,Private,Retail,Oregon_Portland,Oregon,South,US,316,Y,Switch,Stelara,IL-12/23,Humira,IL-17
CR3M,,74,10149,Scarlett Foster,2685,Helix,Segment 1,Tier 2,3L+,Commercial,Retail,Indiana_Indianapolis,Indiana,North,US,220,N,Switch,Cosentyx,IL-17A,BIMZLEX,IL-23
CR3M,,58,10010,Zoey Hamilton,3747,Athena,Segment 3,Tier 1,2L,Medicare,Online,California_North,California,East,US,310,Y,Switch,Tremfya,IL-23,Humira,IL-23
CR3M,,190,10018,Lillian Simpson,8629,Humira,Segment 3,Tier 2,3L+,Private,Hospital,Pennsylvania_West,Pennsylvania,South,US,303,N,Switch,Humira,TNF,ILUMYA,IL-17
CR3M,,360,10143,Patrick Stewart,2685,Helix,Segment 4,Tier 2,3L+,Medicare,Hospital,Pennsylvania_East,Pennsylvania,South,US,568,N,Switch,Stelara,IL-12/23,Humira,JAK
CR3M,,325,10064,Abigail Henderson,5893,Apollo,Segment 2,Tier 1,3L+,Medicare,Hospital,Michigan_Detroit,Michigan,East,US,419,N,Switch,Tremfya,IL-23,BIMZLEX,IL-23
CR3M,,195,10015,Megan Lewis,3747,Athena,Segment 2,Tier 1,2L,Commercial,Online,Virginia_South,Virginia,South,US,381,Y,Switch,Tremfya,IL-23,ILUMYA,IL-23
CR3M,,361,10041,Leah Chapman,8629,Humira,Segment 2,Tier 3,2L,Medicaid,Hospital,NewYork_Upstate,NewYork,South,US,628,N,Switch,Skyrizi,IL-23,Tremfya,TNF
CR3M,,119,10166,Erin Ward,7184,Vertex,Segment 3,Tier 2,2L,Private,Online,Nevada_LasVegas,Nevada,North,US,178,N,Switch,Stelara,IL-12/23,ILUMYA,JAK
CR3M,,327,10058,Ellie Spencer,5893,Apollo,Segment 2,Tier 3,2L,Private,Online,Missouri_StLouis,Missouri,West,US,476,Y,Switch,BIMZLEX,IL-17A & IL-17F,Tremfya,JAK
CR3M,,375,10027,Jessica Wilson,8629,Humira,Segment 4,Tier 4,2L,Medicaid,Retail,Michigan_Detroit,Michigan,North,US,594,N,Switch,Cosentyx,IL-17A,Stelara,IL-17
CR3M,,189,10141,Wyatt Gomez,2685,Helix,Segment 3,Tier 4,2L,Medicaid,Hospital,Tennessee_Nashville,Tennessee,South,US,430,Y,Switch,Humira,TNF,Tremfya,TNF
CR3M,,384,10004,Andrew Harris,3747,Athena,Segment 4,Tier 1,2L,Medicare,Online,NewYork_Metro,NewYork,South,US,545,Y,Switch,Humira,TNF,Cosentyx,JAK
CR3M,,202,10151,Benjamin Long,2685,Helix,Segment 2,Tier 1,3L+,Medicare,Online,Florida_East,Florida,South,US,236,Y,Switch,Humira,TNF,Skyrizi,JAK
CR3M,,343,10005,Ryan Nelson,3747,Athena,Segment 2,Tier 4,3L+,Commercial,Hospital,Florida_West,Florida,West,US,442,Y,Switch,Humira,TNF,Stelara,JAK
CR3M,,253,10049,Harrison Knight,5893,Apollo,Segment 4,Tier 2,2L,Medicaid,Retail,Nevada_LasVegas,Nevada,South,US,430,N,Switch,Skyrizi,IL-23,Tremfya,IL-17
CR3M,,462,10131,Christian Hicks,8806,Orion,Segment 4,Tier 2,2L,Private,Retail,Nevada_LasVegas,Nevada,North,US,684,N,Switch,Stelara,IL-12/23,Skyrizi,JAK
CR3M,,438,10083,Elijah Perry,1064,Zenith,Segment 1,Tier 2,3L+,Commercial,Hospital,California_North,California,North,US,579,Y,Switch,Cosentyx,IL-17A,Tremfya,JAK
CR3M,,176,10131,Christian Hicks,8806,Orion,Segment 4,Tier 4,3L+,Commercial,Hospital,Minnesota_TwinCities,Minnesota,West,US,244,Y,Switch,BIMZLEX,IL-17A & IL-17F,ILUMYA,IL-23
CR3M,,420,10007,Frank Bailey,3747,Athena,Segment 4,Tier 1,3L+,Commercial,Hospital,NewYork_Metro,NewYork,East,US,637,Y,Switch,ILUMYA,IL-23,Tremfya,TNF
CR3M,,293,10099,Kayla Gray,2585,Nova,Segment 2,Tier 3,3L+,Private,Retail,NewYork_Upstate,NewYork,North,US,332,N,Switch,Tremfya,IL-23,BIMZLEX,JAK
CR3M,,419,10175,Chloe Myers,7184,Vertex,Segment 2,Tier 4,2L,Medicare,Hospital,Virginia_South,Virginia,East,US,536,N,Switch,Skyrizi,IL-23,Tremfya,JAK
CR3M,,385,10125,Addison Gibson,8806,Orion,Segment 3,Tier 3,3L+,Medicare,Hospital,Ohio_Cleveland,Ohio,South,US,540,N,Switch,Skyrizi,IL-23,Stelara,IL-17
CR3M,,280,10004,Andrew Harris,3747,Athena,Segment 4,Tier 4,2L,Private,Hospital,Indiana_Indianapolis,Indiana,North,US,450,Y,Switch,Skyrizi,IL-23,BIMZLEX,TNF
CR3M,,421,10073,Jordan Mills,1064,Zenith,Segment 3,Tier 4,2L,Medicaid,Online,NewYork_Metro,NewYork,North,US,601,N,Switch,Humira,TNF,ILUMYA,TNF
CR3M,,267,10068,Heather Reed,5893,Apollo,Segment 2,Tier 3,2L,Private,Retail,California_North,California,North,US,293,Y,Switch,ILUMYA,IL-23,Tremfya,JAK
CR3M,,356,10097,Daniel Pierce,2585,Nova,Segment 4,Tier 4,2L,Private,Online,Tennessee_Nashville,Tennessee,North,US,515,N,Switch,Cosentyx,IL-17A,Stelara,IL-23
CR3M,,421,10007,Frank Bailey,3747,Athena,Segment 2,Tier 3,3L+,Medicare,Retail,Oregon_Portland,Oregon,East,US,652,N,Switch,Skyrizi,IL-23,BIMZLEX,IL-17
CR3M,,430,10130,Zoey Crawford,8806,Orion,Segment 3,Tier 2,2L,Medicaid,Online,Texas_North,Texas,North,US,705,N,Switch,Humira,TNF,Tremfya,IL-17
CR3M,,398,10042,Raymond Peterson,8629,Humira,Segment 4,Tier 2,2L,Commercial,Retail,Massachusetts_Boston,Massachusetts,North,US,431,Y,Switch,Humira,TNF,Stelara,IL-23
CR3M,,280,10034,Wyatt Pierce,8629,Humira,Segment 4,Tier 3,2L,Commercial,Hospital,Florida_West,Florida,South,US,522,N,Switch,BIMZLEX,IL-17A & IL-17F,Cosentyx,IL-17
CR3M,,237,10044,Eric Green,8629,Humira,Segment 3,Tier 1,3L+,Commercial,Retail,California_North,California,West,US,319,Y,Switch,Cosentyx,IL-17A,Humira,IL-17
CR3M,,151,10035,Samantha Scott,8629,Humira,Segment 3,Tier 1,2L,Commercial,Online,Pennsylvania_East,Pennsylvania,North,US,369,N,Switch,Skyrizi,IL-23,BIMZLEX,IL-17
CR3M,,195,10088,Josiah Reyes,1064,Zenith,Segment 1,Tier 1,3L+,Medicaid,Online,Louisiana_NewOrleans,Louisiana,West,US,259,Y,Switch,ILUMYA,IL-23,Tremfya,TNF
CR3M,,471,10101,Addison Hudson,2585,Nova,Segment 3,Tier 1,3L+,Commercial,Hospital,Massachusetts_Boston,Massachusetts,West,US,685,N,Switch,Skyrizi,IL-23,BIMZLEX,TNF
CR3M,,461,10096,Christopher Miller,2585,Nova,Segment 3,Tier 1,3L+,Commercial,Hospital,Virginia_South,Virginia,North,US,516,N,Switch,Tremfya,IL-23,Stelara,IL-23
CR3M,,199,10076,Matthew Anderson,1064,Zenith,Segment 1,Tier 4,2L,Private,Retail,Georgia_Atlanta,Georgia,South,US,457,Y,Switch,Stelara,IL-12/23,BIMZLEX,TNF
CR3M,,191,10167,Allison Ramos,7184,Vertex,Segment 4,Tier 3,3L+,Medicare,Hospital,Louisiana_NewOrleans,Louisiana,East,US,375,N,Switch,Humira,TNF,Skyrizi,IL-23
CR3M,,163,10016,Ethan Ross,8629,Humira,Segment 4,Tier 4,2L,Medicaid,Hospital,Michigan_Detroit,Michigan,South,US,449,Y,Switch,Humira,TNF,Stelara,IL-17
CR3M,,455,10085,Jeremy Rogers,1064,Zenith,Segment 2,Tier 2,2L,Commercial,Hospital,Virginia_South,Virginia,East,US,521,Y,Switch,ILUMYA,IL-23,Stelara,JAK
CR3M,,256,10099,Kayla Gray,2585,Nova,Segment 3,Tier 3,3L+,Medicare,Retail,Florida_East,Florida,South,US,369,Y,Switch,Humira,TNF,BIMZLEX,TNF
CR3M,,278,10116,Christina Morris,8806,Orion,Segment 1,Tier 1,2L,Medicaid,Hospital,Pennsylvania_East,Pennsylvania,South,US,499,Y,Switch,Skyrizi,IL-23,Cosentyx,TNF
CR3M,,271,10091,Christopher Graham,2585,Nova,Segment 2,Tier 1,2L,Medicare,Hospital,Michigan_Detroit,Michigan,West,US,356,N,Switch,Skyrizi,IL-23,BIMZLEX,IL-17
CR3M,,212,10017,Joshua Kelley,8629,Humira,Segment 4,Tier 1,2L,Medicaid,Online,Texas_South,Texas,North,US,507,N,Switch,BIMZLEX,IL-17A & IL-17F,Tremfya,JAK
CR3M,,316,10150,Daniel Alexander,2685,Helix,Segment 2,Tier 2,2L,Commercial,Hospital,Virginia_South,Virginia,East,US,425,N,Switch,Cosentyx,IL-17A,Skyrizi,TNF
CR3M,,153,10075,Vanessa Richardson,1064,Zenith,Segment 4,Tier 2,3L+,Medicaid,Online,Nevada_LasVegas,Nevada,West,US,408,Y,Switch,Stelara,IL-12/23,Humira,IL-23
CR3M,,170,10097,Daniel Pierce,2585,Nova,Segment 2,Tier 2,3L+,Medicare,Retail,Pennsylvania_East,Pennsylvania,East,US,265,N,Switch,Tremfya,IL-23,BIMZLEX,IL-23
CR3M,,296,10058,Ellie Spencer,5893,Apollo,Segment 1,Tier 2,2L,Private,Online,Missouri_StLouis,Missouri,West,US,489,Y,Switch,BIMZLEX,IL-17A & IL-17F,Stelara,IL-23
CR3M,,453,10137,Hailey Jenkins,2685,Helix,Segment 1,Tier 2,2L,Medicaid,Online,Florida_East,Florida,South,US,650,N,Switch,BIMZLEX,IL-17A & IL-17F,ILUMYA,IL-23
CR3M,,92,10133,Andrew Reid,8806,Orion,Segment 4,Tier 1,2L,Commercial,Online,California_North,California,South,US,246,Y,Switch,ILUMYA,IL-23,Skyrizi,IL-17
CR3M,,108,10052,Victoria Wells,5893,Apollo,Segment 1,Tier 4,3L+,Medicare,Online,Minnesota_TwinCities,Minnesota,South,US,253,Y,Switch,ILUMYA,IL-23,BIMZLEX,TNF
CR3M,,462,10007,Frank Bailey,3747,Athena,Segment 1,Tier 2,2L,Medicaid,Online,Ohio_Cleveland,Ohio,North,US,704,N,Switch,Stelara,IL-12/23,BIMZLEX,IL-17
CR3M,,483,10055,Nathan Stevens,5893,Apollo,Segment 1,Tier 4,2L,Medicaid,Online,Ohio_Cleveland,Ohio,East,US,740,Y,Switch,ILUMYA,IL-23,Tremfya,IL-17
CR3M,,364,10102,Hannah Turner,2585,Nova,Segment 2,Tier 1,3L+,Private,Retail,Illinois_Central,Illinois,South,US,438,Y,Switch,Cosentyx,IL-17A,Humira,TNF
CR3M,,91,10159,Audrey Knight,7184,Vertex,Segment 3,Tier 3,2L,Commercial,Online,Louisiana_NewOrleans,Louisiana,West,US,248,Y,Switch,Humira,TNF,Stelara,TNF
CR3M,,353,10092,Tyler Mitchell,2585,Nova,Segment 1,Tier 3,2L,Medicare,Retail,Minnesota_TwinCities,Minnesota,East,US,499,Y,Switch,Cosentyx,IL-17A,Tremfya,IL-17
CR3M,,289,10113,Leo Matthews,8806,Orion,Segment 3,Tier 2,2L,Commercial,Online,Florida_West,Florida,East,US,363,Y,Switch,Stelara,IL-12/23,Tremfya,TNF
CR3M,,52,10054,Dylan West,5893,Apollo,Segment 2,Tier 2,2L,Medicaid,Retail,Oregon_Portland,Oregon,West,US,129,Y,Switch,ILUMYA,IL-23,Stelara,IL-23
CR3M,,279,10142,Bella Rose,2685,Helix,Segment 4,Tier 4,3L+,Medicaid,Online,Pennsylvania_East,Pennsylvania,East,US,501,Y,Switch,Humira,TNF,Tremfya,JAK
CR3M,,252,10087,Hunter Porter,1064,Zenith,Segment 3,Tier 1,2L,Private,Online,Minnesota_TwinCities,Minnesota,North,US,323,N,Switch,ILUMYA,IL-23,Skyrizi,IL-17
CR3M,,282,10157,Olivia Martin,7184,Vertex,Segment 2,Tier 1,2L,Private,Retail,Oregon_Portland,Oregon,North,US,579,N,Switch,Stelara,IL-12/23,Cosentyx,TNF
CR3M,,108,10114,Grace Brooks,8806,Orion,Segment 4,Tier 1,3L+,Commercial,Retail,Alabama_Birmingham,Alabama,West,US,350,Y,Switch,Cosentyx,IL-17A,Stelara,IL-23
CR3M,,300,10126,Leah Reynolds,8806,Orion,Segment 2,Tier 2,3L+,Commercial,Retail,California_South,California,South,US,590,N,Switch,Humira,TNF,ILUMYA,JAK
CR3M,,441,10075,Vanessa Richardson,1064,Zenith,Segment 4,Tier 3,3L+,Medicare,Online,Indiana_Indianapolis,Indiana,West,US,528,N,Switch,Skyrizi,IL-23,BIMZLEX,TNF
CR3M,,440,10006,Victoria Baker,3747,Athena,Segment 1,Tier 4,3L+,Private,Retail,NewYork_Upstate,NewYork,North,US,581,N,Switch,Cosentyx,IL-17A,ILUMYA,JAK
CR3M,,343,10160,Christopher Bishop,7184,Vertex,Segment 2,Tier 4,3L+,Commercial,Hospital,Oregon_Portland,Oregon,East,US,600,N,Switch,BIMZLEX,IL-17A & IL-17F,Stelara,IL-23
CR3M,,124,10142,Bella Rose,2685,Helix,Segment 3,Tier 1,3L+,Commercial,Retail,Washington_State,Washington,East,US,395,Y,Switch,ILUMYA,IL-23,Tremfya,JAK
CR3M,,393,10137,Hailey Jenkins,2685,Helix,Segment 1,Tier 4,3L+,Medicare,Online,Texas_North,Texas,West,US,683,Y,Switch,BIMZLEX,IL-17A & IL-17F,Tremfya,IL-23
CR3M,,231,10072,Avery Diaz,1064,Zenith,Segment 1,Tier 2,2L,Medicare,Hospital,Missouri_StLouis,Missouri,South,US,261,N,Switch,Stelara,IL-12/23,BIMZLEX,TNF
CR3M,,355,10137,Hailey Jenkins,2685,Helix,Segment 3,Tier 3,2L,Medicare,Hospital,Ohio_Cleveland,Ohio,East,US,646,N,Switch,Stelara,IL-12/23,Humira,IL-17
CR3M,,400,10048,Nicholas Grant,5893,Apollo,Segment 4,Tier 2,3L+,Private,Hospital,Texas_North,Texas,West,US,440,Y,Switch,Stelara,IL-12/23,Tremfya,TNF
CR3M,,420,10006,Victoria Baker,3747,Athena,Segment 4,Tier 4,3L+,Private,Online,Minnesota_TwinCities,Minnesota,West,US,513,N,Switch,ILUMYA,IL-23,Tremfya,JAK
CR3M,,284,10099,Kayla Gray,2585,Nova,Segment 3,Tier 1,2L,Medicare,Retail,Missouri_StLouis,Missouri,South,US,523,Y,Switch,BIMZLEX,IL-17A & IL-17F,Tremfya,JAK
CR3M,,489,10044,Eric Green,8629,Humira,Segment 4,Tier 1,2L,Commercial,Online,Missouri_StLouis,Missouri,East,US,625,N,Switch,ILUMYA,IL-23,Skyrizi,IL-23
CR3M,,475,10000,Michael Johnson,3747,Athena,Segment 3,Tier 1,3L+,Commercial,Retail,Ohio_Cleveland,Ohio,West,US,544,Y,Switch,BIMZLEX,IL-17A & IL-17F,Cosentyx,IL-23
CR3M,,448,10153,Charlotte Patterson,7184,Vertex,Segment 1,Tier 4,3L+,Medicaid,Hospital,Pennsylvania_East,Pennsylvania,South,US,587,N,Switch,ILUMYA,IL-23,Humira,IL-23
CR3M,,210,10148,Henry Watson,2685,Helix,Segment 4,Tier 3,3L+,Commercial,Online,Alabama_Birmingham,Alabama,North,US,386,Y,Switch,Skyrizi,IL-23,Stelara,IL-17
CR3M,,152,10177,Samuel Woods,7184,Vertex,Segment 2,Tier 4,2L,Private,Hospital,Pennsylvania_West,Pennsylvania,North,US,374,N,Switch,Skyrizi,IL-23,BIMZLEX,IL-17
